,1,2,3,4,5,6,7,group
055720_0487,flute,voice,violin,guitar,piano,drums,cello,2100.0
142887_0316,flute,voice,violin,guitar,synthesizer,piano,mallet_percussion,2101.0
046652_0032,flute,voice,violin,piano,guitar,saxophone,organ,2102.0
067040_0220,flute,voice,violin,synthesizer,guitar,clarinet,trumpet,2103.0
095503_0306,flute,voice,violin,synthesizer,harmonica,guitar,drums,2104.0
083166_0613,guitar,accordion,cello,synthesizer,drums,bass,saxophone,2105.0
115923_0065,guitar,accordion,drums,harmonica,bass,voice,violin,2106.0
007398_0186,guitar,accordion,drums,saxophone,trumpet,trombone,voice,2107.0
122010_0217,guitar,accordion,drums,synthesizer,voice,bass,harmonica,2108.0
018398_0005,guitar,accordion,harmonica,voice,saxophone,violin,piano,2109.0
121988_0120,guitar,accordion,synthesizer,bass,drums,piano,voice,2110.0
040219_0087,guitar,accordion,synthesizer,drums,bass,bagpipes,piano,2111.0
001220_0177,guitar,accordion,synthesizer,drums,organ,voice,piano,2112.0
014164_0125,guitar,accordion,violin,drums,synthesizer,voice,piano,2113.0
118600_0784,guitar,accordion,violin,synthesizer,voice,bass,harmonica,2114.0
020124_0146,guitar,accordion,voice,banjo,violin,piano,organ,2115.0
113764_0013,guitar,accordion,voice,violin,drums,piano,harmonica,2116.0
027604_0269,guitar,bagpipes,drums,voice,bass,violin,cymbals,2117.0
041666_0126,guitar,bagpipes,drums,voice,bass,violin,synthesizer,2118.0
054831_0178,guitar,bagpipes,drums,voice,violin,synthesizer,piano,2119.0
132996_0011,guitar,bagpipes,synthesizer,drums,voice,bass,violin,2120.0
080307_0189,guitar,bagpipes,voice,drums,bass,flute,violin,2121.0
055482_0164,guitar,bagpipes,voice,drums,organ,violin,piano,2122.0
061650_0046,guitar,bagpipes,voice,drums,violin,bass,cymbals,2123.0
147040_0131,guitar,bagpipes,voice,synthesizer,accordion,drums,piano,2124.0
045972_0054,guitar,banjo,drums,voice,synthesizer,bass,cymbals,2125.0
003784_0201,guitar,banjo,mandolin,ukulele,voice,violin,bass,2126.0
128168_0195,guitar,banjo,synthesizer,voice,piano,organ,trombone,2127.0
062176_0094,guitar,banjo,ukulele,voice,mandolin,violin,drums,2128.0
120939_0141,guitar,banjo,violin,drums,saxophone,mandolin,ukulele,2129.0
015632_0031,guitar,banjo,violin,voice,ukulele,mandolin,harmonica,2130.0
121356_0539,guitar,banjo,voice,drums,synthesizer,mandolin,piano,2131.0
141053_0113,guitar,banjo,voice,piano,ukulele,mandolin,violin,2132.0
004054_0329,guitar,banjo,voice,ukulele,mandolin,drums,harp,2133.0
052439_0073,guitar,bass,cello,drums,voice,synthesizer,piano,2134.0
124324_0115,guitar,bass,cello,voice,drums,saxophone,trombone,2135.0
142073_0136,guitar,bass,drums,cello,synthesizer,voice,piano,2136.0
084650_0085,guitar,bass,drums,synthesizer,cello,piano,violin,2137.0
052236_0156,guitar,bass,drums,synthesizer,harmonica,organ,cello,2138.0
140063_0140,guitar,bass,drums,synthesizer,mallet_percussion,voice,piano,2139.0
148571_0083,guitar,bass,drums,synthesizer,piano,ukulele,voice,2140.0
013606_0092,guitar,bass,drums,synthesizer,piano,voice,cello,2141.0
115047_0056,guitar,bass,drums,synthesizer,piano,voice,cymbals,2142.0
067528_0122,guitar,bass,drums,synthesizer,piano,voice,cymbals,2142.0
013605_0177,guitar,bass,drums,synthesizer,piano,voice,cymbals,2142.0
125823_0151,guitar,bass,drums,synthesizer,voice,cymbals,piano,2143.0
048223_0000,guitar,bass,drums,synthesizer,voice,cymbals,piano,2143.0
039670_0745,guitar,bass,drums,synthesizer,voice,cymbals,piano,2143.0
029159_0080,guitar,bass,drums,synthesizer,voice,organ,piano,2144.0
028821_0539,guitar,bass,drums,synthesizer,voice,piano,cymbals,2145.0
050858_0066,guitar,bass,drums,synthesizer,voice,piano,cymbals,2145.0
146890_0015,guitar,bass,drums,synthesizer,voice,piano,cymbals,2145.0
052104_0053,guitar,bass,drums,synthesizer,voice,piano,cymbals,2145.0
030684_0139,guitar,bass,drums,synthesizer,voice,piano,mallet_percussion,2146.0
136480_0035,guitar,bass,drums,synthesizer,voice,piano,mallet_percussion,2146.0
029139_0210,guitar,bass,drums,synthesizer,voice,piano,organ,2147.0
039250_0085,guitar,bass,drums,synthesizer,voice,piano,violin,2148.0
053730_0047,guitar,bass,drums,voice,cello,ukulele,violin,2149.0
104306_0152,guitar,bass,drums,voice,cymbals,piano,synthesizer,2150.0
042879_0048,guitar,bass,drums,voice,cymbals,piano,synthesizer,2150.0
154433_0199,guitar,bass,drums,voice,cymbals,piano,ukulele,2151.0
041013_0288,guitar,bass,drums,voice,cymbals,synthesizer,piano,2152.0
059424_0150,guitar,bass,drums,voice,cymbals,synthesizer,piano,2152.0
129238_0006,guitar,bass,drums,voice,cymbals,synthesizer,piano,2152.0
098792_0279,guitar,bass,drums,voice,cymbals,synthesizer,piano,2152.0
061493_0179,guitar,bass,drums,voice,cymbals,synthesizer,violin,2153.0
044196_0017,guitar,bass,drums,voice,cymbals,synthesizer,violin,2153.0
037630_0083,guitar,bass,drums,voice,cymbals,synthesizer,violin,2153.0
155219_0167,guitar,bass,drums,voice,cymbals,synthesizer,violin,2153.0
121471_0139,guitar,bass,drums,voice,cymbals,ukulele,piano,2154.0
137314_0122,guitar,bass,drums,voice,cymbals,violin,piano,2155.0
029378_0370,guitar,bass,drums,voice,synthesizer,cello,piano,2156.0
123369_0022,guitar,bass,drums,voice,synthesizer,cymbals,piano,2157.0
001746_0055,guitar,bass,drums,voice,synthesizer,cymbals,piano,2157.0
131662_0439,guitar,bass,drums,voice,synthesizer,harmonica,piano,2158.0
029254_0214,guitar,bass,drums,voice,synthesizer,piano,cymbals,2159.0
140215_0064,guitar,bass,drums,voice,synthesizer,violin,cymbals,2160.0
120388_0014,guitar,bass,drums,voice,synthesizer,violin,piano,2161.0
080852_0103,guitar,bass,drums,voice,trombone,synthesizer,trumpet,2162.0
080805_0033,guitar,bass,drums,voice,ukulele,piano,synthesizer,2163.0
061704_0196,guitar,bass,drums,voice,violin,cello,organ,2164.0
103781_0005,guitar,bass,drums,voice,violin,cymbals,synthesizer,2165.0
044296_0045,guitar,bass,harmonica,ukulele,voice,violin,mandolin,2166.0
017416_0003,guitar,bass,harp,ukulele,voice,mandolin,piano,2167.0
045652_0201,guitar,bass,harp,voice,drums,ukulele,piano,2168.0
052884_0147,guitar,bass,harp,voice,ukulele,mandolin,piano,2169.0
063118_0005,guitar,bass,mallet_percussion,synthesizer,drums,piano,voice,2170.0
003911_0085,guitar,bass,mandolin,drums,voice,ukulele,synthesizer,2171.0
120005_0105,guitar,bass,organ,voice,synthesizer,piano,drums,2172.0
089887_0248,guitar,bass,piano,synthesizer,ukulele,harp,voice,2173.0
060977_0193,guitar,bass,piano,synthesizer,voice,cello,drums,2174.0
036025_0010,guitar,bass,piano,synthesizer,voice,drums,violin,2175.0
020014_0130,guitar,bass,piano,voice,synthesizer,drums,organ,2176.0
076378_0036,guitar,bass,synthesizer,cello,voice,drums,piano,2177.0
034255_0026,guitar,bass,synthesizer,drums,piano,mallet_percussion,organ,2178.0
130715_0288,guitar,bass,synthesizer,drums,piano,voice,cymbals,2179.0
015062_0021,guitar,bass,synthesizer,drums,piano,voice,ukulele,2180.0
013604_0095,guitar,bass,synthesizer,drums,piano,voice,ukulele,2180.0
042537_0034,guitar,bass,synthesizer,drums,voice,cello,piano,2181.0
035211_0654,guitar,bass,synthesizer,drums,voice,cello,piano,2181.0
127964_0138,guitar,bass,synthesizer,drums,voice,organ,piano,2182.0
060996_0028,guitar,bass,synthesizer,drums,voice,piano,cymbals,2183.0
043558_0022,guitar,bass,synthesizer,drums,voice,piano,cymbals,2183.0
011588_0160,guitar,bass,synthesizer,drums,voice,piano,harp,2184.0
067796_0241,guitar,bass,synthesizer,drums,voice,piano,organ,2185.0
089888_0202,guitar,bass,synthesizer,harp,piano,ukulele,voice,2186.0
100380_0119,guitar,bass,synthesizer,mandolin,voice,violin,ukulele,2187.0
147327_0044,guitar,bass,synthesizer,organ,drums,voice,piano,2188.0
140880_0070,guitar,bass,synthesizer,piano,drums,voice,cello,2189.0
111675_0086,guitar,bass,synthesizer,piano,drums,voice,ukulele,2190.0
141127_0233,guitar,bass,synthesizer,piano,mallet_percussion,organ,drums,2191.0
090741_0040,guitar,bass,synthesizer,piano,organ,voice,drums,2192.0
085854_0031,guitar,bass,synthesizer,piano,voice,drums,violin,2193.0
145522_0124,guitar,bass,synthesizer,piano,voice,organ,cello,2194.0
022148_0068,guitar,bass,synthesizer,piano,voice,ukulele,organ,2195.0
134773_0510,guitar,bass,synthesizer,violin,voice,drums,piano,2196.0
058135_0016,guitar,bass,synthesizer,voice,drums,harmonica,piano,2197.0
154549_0011,guitar,bass,synthesizer,voice,drums,organ,piano,2198.0
063705_0004,guitar,bass,synthesizer,voice,drums,piano,ukulele,2199.0
116913_0080,guitar,bass,synthesizer,voice,drums,piano,violin,2200.0
029359_0048,guitar,bass,synthesizer,voice,organ,drums,piano,2201.0
047686_0282,guitar,bass,synthesizer,voice,piano,drums,cello,2202.0
032117_0503,guitar,bass,synthesizer,voice,piano,drums,violin,2203.0
128881_0023,guitar,bass,synthesizer,voice,piano,drums,violin,2203.0
016943_0284,guitar,bass,synthesizer,voice,piano,organ,mallet_percussion,2204.0
045655_0564,guitar,bass,synthesizer,voice,ukulele,harp,piano,2205.0
106810_0827,guitar,bass,synthesizer,voice,violin,drums,cello,2206.0
072453_0006,guitar,bass,trumpet,violin,drums,trombone,voice,2207.0
071425_0287,guitar,bass,ukulele,harp,voice,mandolin,piano,2208.0
033427_0005,guitar,bass,ukulele,harp,voice,piano,mandolin,2209.0
007155_0060,guitar,bass,ukulele,mandolin,voice,banjo,violin,2210.0
115289_0139,guitar,bass,ukulele,synthesizer,mandolin,voice,violin,2211.0
093350_0004,guitar,bass,ukulele,synthesizer,voice,piano,drums,2212.0
153933_0125,guitar,bass,ukulele,voice,mandolin,banjo,drums,2213.0
032413_0275,guitar,bass,ukulele,voice,synthesizer,piano,harp,2214.0
064173_0052,guitar,bass,violin,saxophone,cello,voice,piano,2215.0
088860_0077,guitar,bass,violin,voice,drums,piano,synthesizer,2216.0
130959_0019,guitar,bass,voice,banjo,ukulele,synthesizer,drums,2217.0
137199_0088,guitar,bass,voice,drums,cymbals,piano,violin,2218.0
146765_0923,guitar,bass,voice,drums,cymbals,synthesizer,piano,2219.0
024621_0265,guitar,bass,voice,drums,cymbals,synthesizer,piano,2219.0
111299_0131,guitar,bass,voice,drums,cymbals,synthesizer,ukulele,2220.0
033586_0092,guitar,bass,voice,drums,cymbals,synthesizer,ukulele,2220.0
152371_0192,guitar,bass,voice,drums,cymbals,synthesizer,violin,2221.0
111017_0109,guitar,bass,voice,drums,cymbals,synthesizer,violin,2221.0
037030_0986,guitar,bass,voice,drums,cymbals,synthesizer,violin,2221.0
142916_0016,guitar,bass,voice,drums,cymbals,synthesizer,violin,2221.0
151847_0133,guitar,bass,voice,drums,cymbals,ukulele,synthesizer,2222.0
003834_0349,guitar,bass,voice,drums,cymbals,violin,piano,2223.0
060785_0060,guitar,bass,voice,drums,organ,piano,ukulele,2224.0
031449_0007,guitar,bass,voice,drums,organ,synthesizer,piano,2225.0
073730_0215,guitar,bass,voice,drums,piano,synthesizer,cello,2226.0
058121_0007,guitar,bass,voice,drums,piano,synthesizer,mallet_percussion,2227.0
033996_0089,guitar,bass,voice,drums,synthesizer,cello,piano,2228.0
153755_0042,guitar,bass,voice,drums,synthesizer,cymbals,piano,2229.0
014473_0124,guitar,bass,voice,drums,synthesizer,piano,cymbals,2230.0
079674_0241,guitar,bass,voice,drums,synthesizer,piano,violin,2231.0
000894_0268,guitar,bass,voice,drums,synthesizer,ukulele,cymbals,2232.0
062225_0065,guitar,bass,voice,drums,ukulele,harp,violin,2233.0
068423_0266,guitar,bass,voice,drums,violin,piano,synthesizer,2234.0
054157_0680,guitar,bass,voice,drums,violin,synthesizer,cymbals,2235.0
127029_0006,guitar,bass,voice,drums,violin,synthesizer,piano,2236.0
108112_0705,guitar,bass,voice,flute,drums,cello,synthesizer,2237.0
113356_0475,guitar,bass,voice,flute,organ,piano,synthesizer,2238.0
013475_0008,guitar,bass,voice,harmonica,ukulele,mandolin,banjo,2239.0
081376_0084,guitar,bass,voice,harp,ukulele,piano,mandolin,2240.0
126682_0022,guitar,bass,voice,harp,ukulele,piano,mandolin,2240.0
115775_0023,guitar,bass,voice,mandolin,ukulele,piano,harmonica,2241.0
110240_0172,guitar,bass,voice,organ,synthesizer,drums,piano,2242.0
145033_0219,guitar,bass,voice,piano,drums,synthesizer,organ,2243.0
145017_0162,guitar,bass,voice,piano,drums,ukulele,harp,2244.0
134776_0548,guitar,bass,voice,piano,synthesizer,drums,ukulele,2245.0
118825_0032,guitar,bass,voice,piano,synthesizer,organ,drums,2246.0
125567_0309,guitar,bass,voice,piano,ukulele,drums,organ,2247.0
110630_0090,guitar,bass,voice,piano,ukulele,harp,synthesizer,2248.0
085437_0010,guitar,bass,voice,piano,ukulele,synthesizer,harp,2249.0
006718_0199,guitar,bass,voice,synthesizer,drums,cello,piano,2250.0
015344_0109,guitar,bass,voice,synthesizer,drums,mallet_percussion,piano,2251.0
151190_0216,guitar,bass,voice,synthesizer,drums,piano,organ,2252.0
053936_0069,guitar,bass,voice,synthesizer,drums,piano,ukulele,2253.0
130153_0259,guitar,bass,voice,synthesizer,drums,piano,violin,2254.0
134080_0018,guitar,bass,voice,synthesizer,piano,drums,ukulele,2255.0
130150_0197,guitar,bass,voice,synthesizer,piano,drums,ukulele,2255.0
031762_0994,guitar,bass,voice,synthesizer,piano,drums,violin,2256.0
140570_0292,guitar,bass,voice,synthesizer,piano,drums,violin,2256.0
138889_0135,guitar,bass,voice,synthesizer,piano,organ,drums,2257.0
109581_0177,guitar,bass,voice,synthesizer,piano,ukulele,harp,2258.0
036840_0001,guitar,bass,voice,synthesizer,ukulele,drums,harp,2259.0
111242_0097,guitar,bass,voice,synthesizer,ukulele,piano,drums,2260.0
046023_0082,guitar,bass,voice,synthesizer,violin,drums,mallet_percussion,2261.0
044380_0110,guitar,bass,voice,trombone,synthesizer,piano,drums,2262.0
045654_0291,guitar,bass,voice,ukulele,drums,harp,mandolin,2263.0
009333_0024,guitar,bass,voice,ukulele,drums,mandolin,piano,2264.0
081370_0201,guitar,bass,voice,ukulele,drums,mandolin,piano,2264.0
106785_1963,guitar,bass,voice,ukulele,drums,mandolin,synthesizer,2265.0
049915_0297,guitar,bass,voice,ukulele,drums,mandolin,synthesizer,2265.0
122534_0070,guitar,bass,voice,ukulele,harp,drums,mandolin,2266.0
130071_0088,guitar,bass,voice,ukulele,harp,mandolin,piano,2267.0
111122_0001,guitar,bass,voice,ukulele,harp,piano,drums,2268.0
042332_0106,guitar,bass,voice,ukulele,harp,piano,mandolin,2269.0
019595_0017,guitar,bass,voice,ukulele,mandolin,banjo,drums,2270.0
114215_0173,guitar,bass,voice,ukulele,mandolin,banjo,piano,2271.0
136940_0099,guitar,bass,voice,ukulele,mandolin,harmonica,harp,2272.0
003913_0370,guitar,bass,voice,ukulele,mandolin,harp,banjo,2273.0
110437_0256,guitar,bass,voice,ukulele,mandolin,harp,harmonica,2274.0
145364_0311,guitar,bass,voice,ukulele,mandolin,harp,piano,2275.0
107276_0238,guitar,bass,voice,ukulele,mandolin,piano,drums,2276.0
145357_0015,guitar,bass,voice,ukulele,mandolin,piano,harp,2277.0
050337_0139,guitar,bass,voice,ukulele,saxophone,mandolin,piano,2278.0
006780_0461,guitar,bass,voice,ukulele,synthesizer,drums,harp,2279.0
140569_0396,guitar,bass,voice,violin,drums,cymbals,synthesizer,2280.0
012003_0028,guitar,cello,bass,organ,synthesizer,piano,violin,2281.0
141235_0023,guitar,cello,bass,saxophone,voice,accordion,clarinet,2282.0
134779_0006,guitar,cello,bass,synthesizer,drums,violin,voice,2283.0
121287_0258,guitar,cello,bass,synthesizer,drums,voice,piano,2284.0
025952_0274,guitar,cello,bass,synthesizer,violin,organ,piano,2285.0
063818_0344,guitar,cello,bass,synthesizer,voice,drums,violin,2286.0
004262_0794,guitar,cello,bass,violin,voice,organ,piano,2287.0
050494_0006,guitar,cello,bass,violin,voice,synthesizer,organ,2288.0
148449_0827,guitar,cello,bass,voice,flute,synthesizer,violin,2289.0
098446_0086,guitar,cello,bass,voice,piano,synthesizer,organ,2290.0
143469_0328,guitar,cello,bass,voice,piano,violin,synthesizer,2291.0
127396_0440,guitar,cello,bass,voice,synthesizer,drums,violin,2292.0
033075_0096,guitar,cello,bass,voice,violin,piano,synthesizer,2293.0
006408_0536,guitar,cello,bass,voice,violin,trombone,trumpet,2294.0
145940_0216,guitar,cello,drums,violin,voice,bass,synthesizer,2295.0
076583_1274,guitar,cello,drums,voice,flute,violin,bass,2296.0
134614_0141,guitar,cello,drums,voice,synthesizer,bass,piano,2297.0
070488_0866,guitar,cello,organ,synthesizer,bass,violin,drums,2298.0
082084_0011,guitar,cello,organ,violin,voice,harp,bass,2299.0
082915_0318,guitar,cello,piano,violin,bass,voice,harp,2300.0
063084_0125,guitar,cello,saxophone,synthesizer,bass,organ,drums,2301.0
130557_0173,guitar,cello,synthesizer,bass,drums,violin,voice,2302.0
119675_0172,guitar,cello,synthesizer,bass,violin,saxophone,piano,2303.0
044936_0093,guitar,cello,synthesizer,violin,bass,drums,voice,2304.0
145740_0038,guitar,cello,synthesizer,voice,drums,violin,bass,2305.0
023512_0012,guitar,cello,trombone,synthesizer,piano,bass,trumpet,2306.0
039312_0099,guitar,cello,violin,bass,organ,piano,synthesizer,2307.0
059614_0079,guitar,cello,violin,bass,synthesizer,voice,piano,2308.0
139989_0010,guitar,cello,violin,harmonica,bass,voice,synthesizer,2309.0
009515_0392,guitar,cello,violin,synthesizer,bass,piano,voice,2310.0
041156_0004,guitar,cello,violin,synthesizer,bass,trumpet,piano,2311.0
104906_0229,guitar,cello,violin,synthesizer,voice,piano,bass,2312.0
036368_0446,guitar,cello,violin,voice,synthesizer,bass,piano,2313.0
036338_0138,guitar,cello,voice,bass,organ,violin,drums,2314.0
041162_0130,guitar,cello,voice,bass,synthesizer,drums,piano,2315.0
063641_0017,guitar,cello,voice,bass,violin,drums,mandolin,2316.0
082407_1139,guitar,cello,voice,bass,violin,organ,piano,2317.0
031125_0189,guitar,cello,voice,bass,violin,saxophone,piano,2318.0
029174_0359,guitar,cello,voice,synthesizer,bass,violin,piano,2319.0
129390_0067,guitar,cello,voice,synthesizer,drums,violin,bass,2320.0
135107_0020,guitar,cello,voice,trombone,violin,bass,drums,2321.0
075229_0001,guitar,cello,voice,violin,bass,piano,saxophone,2322.0
087507_0010,guitar,cello,voice,violin,drums,bass,piano,2323.0
125057_0015,guitar,clarinet,synthesizer,violin,bagpipes,flute,saxophone,2324.0
096928_0002,guitar,clarinet,violin,voice,synthesizer,trumpet,saxophone,2325.0
090045_0025,guitar,cymbals,drums,voice,synthesizer,saxophone,bass,2326.0
034427_0081,guitar,drums,accordion,cymbals,piano,voice,bass,2327.0
022174_0194,guitar,drums,accordion,organ,violin,voice,piano,2328.0
067362_0042,guitar,drums,bagpipes,voice,synthesizer,mallet_percussion,bass,2329.0
095333_0000,guitar,drums,bass,cymbals,mallet_percussion,voice,synthesizer,2330.0
058574_0050,guitar,drums,bass,cymbals,synthesizer,voice,piano,2331.0
021088_1075,guitar,drums,bass,cymbals,synthesizer,voice,piano,2331.0
126349_0112,guitar,drums,bass,cymbals,synthesizer,voice,piano,2331.0
102080_0307,guitar,drums,bass,cymbals,voice,mallet_percussion,synthesizer,2332.0
050291_0315,guitar,drums,bass,cymbals,voice,piano,synthesizer,2333.0
068222_0353,guitar,drums,bass,cymbals,voice,saxophone,piano,2334.0
088937_0104,guitar,drums,bass,cymbals,voice,saxophone,piano,2334.0
